Sample in Buffer,Sample in Window,TRIGGER,input_L[23:0],output_L[23:0],r_data_rx[23:0],r_data_filt[23:0],sample_ok
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
1762,1762,0,-6502600,-4030097,-5506031,-4068428,1
1763,1763,0,-6502600,-4913058,-6564418,-4068428,1
1764,1764,0,-6914857,-4913058,-6564418,-4959701,1
1765,1765,0,-6914857,-5584124,-6980889,-4959701,1
1766,1766,0,-5904853,-5584124,-6980889,-5637329,1
1767,1767,0,-5904853,-5719084,-5962299,-5637329,1
1768,1768,0,-4923947,-5719084,-5962299,-5773860,1
1769,1769,0,-4923947,-5727344,-4971111,-5773860,1
1770,1770,0,-5144903,-5727344,-4971111,-5782286,1
1771,1771,0,-5144903,-6041391,-5194684,-5782286,1
1772,1772,0,-5515391,-6041391,-5194684,-6099169,1
1773,1773,0,-5515391,-6365402,-5568170,-6099169,1
1774,1774,0,-4524684,-6365402,-5568170,-6426322,1
1775,1775,0,-4524684,-6177548,-4568462,-6426322,1
1776,1776,0,-2843593,-6177548,-4568462,-6236870,1
1777,1777,0,-2843593,-5619661,-2871961,-6236870,1
1778,1778,0,-2164362,-5619661,-2871961,-5673834,1
1779,1779,0,-2164362,-5259768,-2185100,-5673834,1
1780,1780,0,-2358370,-5259768,-2185100,-5310455,1
1781,1781,0,-2358370,-5128105,-2380979,-5310455,1
1782,1782,0,-1709947,-5128105,-2380979,-5177448,1
1783,1783,0,-1709947,-4677941,-1726855,-5177448,1
1784,1784,0,126901,-4677941,-1726855,-4723150,1
1785,1785,0,126901,-3736077,127521,-4723150,1
1786,1786,0,1497151,-3736077,127521,-3772379,1
1787,1787,0,1497151,-2816647,1511044,-3772379,1
1788,1788,0,1549359,-2816647,1511044,-2844082,1
1789,1789,0,1549359,-2266504,1564687,-2844082,1
1790,1790,0,1662348,-2266504,1564687,-2288499,1
1791,1791,0,1662348,-1695518,1677940,-2288499,1
1792,1792,0,3050901,-1695518,1677940,-1712041,1
1793,1793,0,3050901,-671160,3079161,-1712041,1
1794,1794,0,4673882,-671160,3079161,-678042,1
1795,1795,0,4673882,514440,4717744,-678042,1
1796,1796,0,4973402,514440,4717744,519013,1
1797,1797,0,4973402,1313609,5021309,519013,1
1798,1798,0,4525468,1313609,5021309,1326050,1
1799,1799,0,4525468,1828686,4568504,1326050,1
1800,1800,0,5016520,1828686,4568504,1846019,1
1801,1801,0,5016520,2608412,5063766,1846019,1
1802,1802,0,6361592,2608412,5063766,2632896,1
1803,1803,0,6361592,3680797,6422023,2632896,1
1804,1804,0,6816523,3680797,6422023,3715420,1
1805,1805,0,6816523,4478320,6882082,3715420,1
1806,1806,0,5961639,4478320,6882082,4520791,1
1807,1807,0,5961639,4781372,6018702,4520791,1
1808,1808,0,5408339,4781372,6018702,4826871,1
1809,1809,0,5408339,5069974,5460335,4826871,1
1810,1810,0,6031205,5069974,5460335,5118126,1
1811,1811,0,6031205,5683032,6088659,5118126,1
1812,1812,0,6500536,5683032,6088659,5737024,1
1813,1813,0,6500536,6222219,6562711,5737024,1
1814,1814,0,5518103,6222219,6562711,6281598,1
1815,1815,0,5518103,6220960,5571663,6281598,1
1816,1816,0,4103084,6220960,5571663,6280571,1
1817,1817,0,4103084,5931400,4142629,6280571,1
1818,1818,0,3801994,5931400,4142629,5988257,1
1819,1819,0,3801994,5890293,3838304,5988257,1
1820,1820,0,4114055,5890293,3838304,5946650,1
1821,1821,0,4114055,5998190,4153555,5946650,1
1822,1822,0,3334479,5998190,4153555,6055657,1
1823,1823,0,3334479,5695107,3366603,6055657,1
1824,1824,0,1505712,5695107,3366603,5749851,1
1825,1825,0,1505712,4924206,1520849,5749851,1
1826,1826,0,372754,4924206,1520849,4971655,1
1827,1827,0,372754,4240526,375942,4971655,1
1828,1828,0,421423,4240526,375942,4281322,1
1829,1829,0,421423,3878237,425379,4281322,1
1830,1830,0,89082,3878237,425379,3915452,1
1831,1831,0,89082,3367288,90206,3915452,1
1832,1832,0,-1551755,3367288,90206,3399735,1
1833,1833,0,-1551755,2361169,-1566064,3399735,1
1834,1834,0,-3160637,2361169,-1566064,2384037,1
1835,1835,0,-3160637,1252291,-3190601,2384037,1
1836,1836,0,-3403719,1252291,-3190601,1264414,1
1837,1837,0,-3403719,530589,-3436838,1264414,1
1838,1838,0,-3200978,530589,-3436838,535682,1
1839,1839,0,-3200978,-26470,-3231911,535682,1
1840,1840,0,-4118020,-26470,-3231911,-26631,1
1841,1841,0,-4118020,-944198,-4157370,-26631,1
1842,1842,0,-5681664,-944198,-4157370,-952928,1
1843,1843,0,-5681664,-2123124,-5735845,-952928,1
1844,1844,0,-6151120,-2123124,-5735845,-2143213,1
1845,1845,0,-6151120,-2980094,-6210341,-2143213,1
1846,1846,0,-5488470,-2980094,-6210341,-3008660,1
1847,1847,0,-5488470,-3414731,-5541322,-3008660,1
1848,1848,0,-5391759,-3414731,-5541322,-3447634,1
1849,1849,0,-5391759,-3954041,-5442879,-3447634,1
1850,1850,0,-6395853,-3954041,-5442879,-3992020,1
1851,1851,0,-6395853,-4825208,-6457030,-3992020,1
1852,1852,0,-6940818,-4825208,-6457030,-4871411,1
1853,1853,0,-6940818,-5545162,-7007409,-4871411,1
1854,1854,0,-6039872,-5545162,-7007409,-5598328,1
1855,1855,0,-6039872,-5725388,-6098696,-5598328,1
1856,1856,0,-4965611,-5725388,-6098696,-5780296,1
1857,1857,0,-4965611,-5718041,-5013537,-5780296,1
1858,1858,0,-5090902,-5718041,-5013537,-5772766,1
1859,1859,0,-5090902,-6000805,-5139422,-5772766,1
1860,1860,0,-5523131,-6000805,-5139422,-6058145,1
1861,1861,0,-5523131,-6350674,-5576089,-6058145,1
1862,1862,0,-4685392,-6350674,-5576089,-6411586,1
1863,1863,0,-4685392,-6220343,-4730896,-6411586,1
1864,1864,0,-2979182,-6220343,-4730896,-6280330,1
1865,1865,0,-2979182,-5673865,-3008392,-6280330,1
1866,1866,0,-2169065,-5673865,-3008392,-5728634,1
1867,1867,0,-2169065,-5279461,-2189825,-5728634,1
1868,1868,0,-2350066,-5279461,-2189825,-5330242,1
1869,1869,0,-2350066,-5146434,-2372582,-5330242,1
1870,1870,0,-1837256,-5146434,-2372582,-5195831,1
1871,1871,0,-1837256,-4747681,-1855824,-5195831,1
1872,1872,0,-60188,-4747681,-1855824,-4793455,1
1873,1873,0,-60188,-3836893,-61113,-4793455,1
1874,1874,0,1421688,-3836893,-61113,-3874084,1
1875,1875,0,1421688,-2888813,1435263,-3874084,1
1876,1876,0,1577041,-2888813,1435263,-2916808,1
1877,1877,0,1577041,-2309141,1592295,-2916808,1
1878,1878,0,1600212,-2309141,1592295,-2331530,1
1879,1879,0,1600212,-1767157,1615443,-2331530,1
1880,1880,0,2875808,-1767157,1615443,-1784465,1
1881,1881,0,2875808,-787133,2902127,-1784465,1
1882,1882,0,4557879,-787133,2902127,-795120,1
1883,1883,0,4557879,410332,4600825,-795120,1
1884,1884,0,5005981,410332,4600825,413995,1
1885,1885,0,5005981,1256128,5053914,413995,1
1886,1886,0,4547170,1256128,5053914,1268121,1
1887,1887,0,4547170,1775424,4590355,1268121,1
1888,1888,0,4909108,1775424,4590355,1792236,1
1889,1889,0,4909108,2514628,4955599,1792236,1
1890,1890,0,6241231,2514628,4955599,2538179,1
1891,1891,0,6241231,3578860,6300765,2538179,1
1892,1892,0,6848101,3578860,6300765,3612475,1
1893,1893,0,6848101,4424942,6913638,3612475,1
1894,1894,0,6060928,4424942,6913638,4466817,1
1895,1895,0,6060928,4762207,6119805,4466817,1
1896,1896,0,5407740,4762207,6119805,4807486,1
1897,1897,0,5407740,5026773,5459464,4807486,1
1898,1898,0,5946519,5026773,5459464,5074578,1
1899,1899,0,5946519,5616011,6003045,5074578,1
1900,1900,0,6514280,5616011,6003045,5669473,1
1901,1901,0,6514280,6191277,6576197,5669473,1
1902,1902,0,5665645,6191277,6576197,6250527,1
1903,1903,0,5665645,6244402,5720285,6250527,1
1904,1904,0,4199816,6244402,5720285,6304415,1
1905,1905,0,4199816,5955433,4240523,6304415,1
1906,1906,0,3778972,5955433,4240523,6012645,1
1907,1907,0,3778972,5880720,3814998,6012645,1
1908,1908,0,4106892,5880720,3814998,5936937,1
1909,1909,0,4106892,5999050,4146147,5936937,1
1910,1910,0,3474845,5999050,4146147,6056258,1
1911,1911,0,3474845,5750865,3508819,6056258,1
1912,1912,0,1684654,5750865,3508819,5805921,1
1913,1913,0,1684654,5004063,1701640,5805921,1
1914,1914,0,419591,5004063,1701640,5052170,1
1915,1915,0,419591,4288498,424111,5052170,1
1916,1916,0,403904,4288498,424111,4329726,1
1917,1917,0,403904,3907714,407538,4329726,1
1918,1918,0,176139,3907714,407538,3945254,1
1919,1919,0,176139,3437677,178187,3945254,1
1920,1920,0,-1358378,3437677,178187,3470920,1
1921,1921,0,-1358378,2474195,-1371632,3470920,1
1922,1922,0,-3060764,2474195,-1371632,2498477,1
1923,1923,0,-3060764,1348017,-3089234,2498477,1
1924,1924,0,-3429814,1348017,-3089234,1361455,1
1925,1925,0,-3429814,584714,-3462541,1361455,1
1926,1926,0,-3189747,584714,-3462541,590606,1
1927,1927,0,-3189747,36759,-3220130,590606,1
1928,1928,0,-3974373,36759,-3220130,37196,1
1929,1929,0,-3974373,-837010,-4012188,37196,1
1930,1930,0,-5554508,-837010,-4012188,-844886,1
1931,1931,0,-5554508,-2015232,-5607169,-844886,1
1932,1932,0,-6175658,-2015232,-5607169,-2034252,1
1933,1933,0,-6175658,-2921389,-6235157,-2034252,1
1934,1934,0,-5549694,-2921389,-6235157,-2949060,1
1935,1935,0,-5549694,-3379077,-5603114,-2949060,1
1936,1936,0,-5339674,-3379077,-5603114,-3411162,1
1937,1937,0,-5339674,-3885576,-5390386,-3411162,1
1938,1938,0,-6290893,-3885576,-5390386,-3922541,1
1939,1939,0,-6290893,-4737182,-6351093,-3922541,1
1940,1940,0,-6955702,-4737182,-6351093,-4782321,1
1941,1941,0,-6955702,-5497221,-7022499,-4782321,1
1942,1942,0,-6164682,-5497221,-7022499,-5549812,1
1943,1943,0,-6164682,-5724081,-6224154,-5549812,1
1944,1944,0,-5028286,-5724081,-6224154,-5778948,1
1945,1945,0,-5028286,-5707677,-5076235,-5778948,1
1946,1946,0,-5031069,-5707677,-5076235,-5762338,1
1947,1947,0,-5031069,-5961160,-5079179,-5762338,1
1948,1948,0,-5521853,-5961160,-5079179,-6018168,1
1949,1949,0,-5521853,-6332783,-5574852,-6018168,1
1950,1950,0,-4823142,-6332783,-5574852,-6393478,1
1951,1951,0,-4823142,-6259845,-4869998,-6393478,1
1952,1952,0,-3135559,-6259845,-4869998,-6319958,1
1953,1953,0,-3135559,-5728850,-3166576,-6319958,1
1954,1954,0,-2185450,-5728850,-3166576,-5783808,1
1955,1955,0,-2185450,-5301007,-2206388,-5783808,1
1956,1956,0,-2333521,-5301007,-2206388,-5351773,1
1957,1957,0,-2333521,-5159489,-2356301,-5351773,1
1958,1958,0,-1948074,-5159489,-2356301,-5208992,1
1959,1959,0,-1948074,-4809260,-1967550,-5208992,1
1960,1960,0,-257684,-4809260,-1967550,-4855731,1
1961,1961,0,-257684,-3937431,-260677,-4855731,1
1962,1962,0,1343362,-3937431,-260677,-3975711,1
1963,1963,0,1343362,-2966597,1355504,-3975711,1
1964,1964,0,1595970,-2966597,1355504,-2995522,1
1965,1965,0,1595970,-2353642,1611043,-2995522,1
1966,1966,0,1547568,-2353642,1611043,-2376631,1
1967,1967,0,1547568,-1834238,1562166,-2376631,1
1968,1968,0,2703966,-1834238,1562166,-1852311,1
1969,1969,0,2703966,-900181,2729012,-1852311,1
1970,1970,0,4434865,-900181,2729012,-909442,1
1971,1971,0,4434865,303091,4476579,-909442,1
1972,1972,0,5027249,303091,4476579,305406,1
1973,1973,0,5027249,1194623,5074996,305406,1
1974,1974,0,4578639,1194623,5074996,1205628,1
1975,1975,0,4578639,1722474,4622310,1205628,1
1976,1976,0,4814616,1722474,4622310,1738563,1
1977,1977,0,4814616,2422461,4859834,1738563,1
1978,1978,0,6116289,2422461,4859834,2445142,1
1979,1979,0,6116289,3475367,6174489,2445142,1
1980,1980,0,6855426,3475367,6174489,3508011,1
1981,1981,0,6855426,4367628,6921168,3508011,1
1982,1982,0,6167941,4367628,6921168,4408899,1
1983,1983,0,6167941,4743513,6227499,4408899,1
1984,1984,0,5413348,4743513,6227499,4788474,1
1985,1985,0,5413348,4988483,5465073,4788474,1
1986,1986,0,5864023,4988483,5465073,5035772,1
1987,1987,0,5864023,5549353,5920204,5035772,1
1988,1988,0,6507583,5549353,5920204,5602062,1
1989,1989,0,6507583,6154169,6569622,5602062,1
1990,1990,0,5804856,6154169,6569622,6212944,1
1991,1991,0,5804856,6262606,5860411,6212944,1
1992,1992,0,4318570,6262606,5860411,6322693,1
1993,1993,0,4318570,5980430,4359979,6322693,1
1994,1994,0,3761936,5980430,4359979,6037846,1
1995,1995,0,3761936,5871824,3797576,6037846,1
1996,1996,0,4093467,5871824,3797576,5928060,1
1997,1997,0,4093467,5993475,4132544,5928060,1
1998,1998,0,3602543,5993475,4132544,6050761,1
1999,1999,0,3602543,5801071,3637075,6050761,1
2000,2000,0,1864624,5801071,3637075,5856533,1
2001,2001,0,1864624,5086073,1882882,5856533,1
2002,2002,0,479532,5086073,1882882,5134674,1
2003,2003,0,479532,4343370,484294,5134674,1
2004,2004,0,380337,4343370,484294,4384826,1
2005,2005,0,380337,3938658,383898,4384826,1
2006,2006,0,260079,3938658,383898,3976221,1
2007,2007,0,260079,3502928,262702,3976221,1
2008,2008,0,-1175824,3502928,262702,3536445,1
2009,2009,0,-1175824,2584482,-1186532,3536445,1
2010,2010,0,-2941948,2584482,-1186532,2609385,1
2011,2011,0,-2941948,1445332,-2969793,2609385,1
2012,2012,0,-3451644,1445332,-2969793,1459355,1
2013,2013,0,-3451644,640843,-3484575,1459355,1
2014,2014,0,-3183020,640843,-3484575,647098,1
2015,2015,0,-3183020,97314,-3213549,647098,1
2016,2016,0,-3842194,97314,-3213549,98383,1
2017,2017,0,-3842194,-732318,-3879002,98383,1
2018,2018,0,-5422395,-732318,-3879002,-739062,1
2019,2019,0,-5422395,-1904443,-5473864,-739062,1
2020,2020,0,-6185856,-1904443,-5473864,-1922345,1
2021,2021,0,-6185856,-2857506,-6245074,-1922345,1
2022,2022,0,-5621180,-2857506,-6245074,-2884636,1
2023,2023,0,-5621180,-3342258,-5675591,-2884636,1
2024,2024,0,-5301335,-3342258,-5675591,-3374187,1
2025,2025,0,-5301335,-3820895,-5351969,-3374187,1
2026,2026,0,-6177607,-3820895,-5351969,-3857409,1
2027,2027,0,-6177607,-4649685,-6236248,-3857409,1
2028,2028,0,-6954994,-4649685,-6236248,-4694068,1
2029,2029,0,-6954994,-5446472,-7021417,-4694068,1
2030,2030,0,-6286231,-5446472,-7021417,-5498569,1
2031,2031,0,-6286231,-5722879,-6346399,-5498569,1
2032,2032,0,-5099819,-5722879,-6346399,-5777772,1
2033,2033,0,-5099819,-5701533,-5148600,-5777772,1
2034,2034,0,-4981912,-5701533,-5148600,-5756192,1
2035,2035,0,-4981912,-5922433,-5029739,-5756192,1
2036,2036,0,-5506348,-5922433,-5029739,-5978998,1
2037,2037,0,-5506348,-6308669,-5559136,-5978998,1
2038,2038,0,-4960950,-6308669,-5559136,-6368823,1
2039,2039,0,-4960950,-6293153,-5008880,-6368823,1
2040,2040,0,-3292487,-6293153,-5008880,-6353252,1
2041,2041,0,-3292487,-5784880,-3324406,-6353252,1
2042,2042,0,-2213693,-5784880,-3324406,-5840238,1
2043,2043,0,-2213693,-5326147,-2235421,-5840238,1
2044,2044,0,-2314219,-5326147,-2235421,-5377177,1
2045,2045,0,-2314219,-5172847,-2336159,-5377177,1
2046,2046,0,-2054278,-5172847,-2336159,-5222504,1
2047,2047,0,-2054278,-4867988,-2074274,-5222504,1
