Sample in Buffer,Sample in Window,TRIGGER,l_data_rx[23:0],r_data_rx[23:0],sample_ok
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX
1574,1574,0,6212175,6270738,1
1575,1575,0,6153881,6270738,1
1576,1576,0,6153881,6211985,1
1577,1577,0,5969509,6211985,1
1578,1578,0,5969509,6025693,1
1579,1579,0,5668176,6025693,1
1580,1580,0,5668176,5721672,1
1581,1581,0,5246682,5721672,1
1582,1582,0,5246682,5296698,1
1583,1583,0,4723134,5296698,1
1584,1584,0,4723134,4767794,1
1585,1585,0,4102645,4767794,1
1586,1586,0,4102645,4141564,1
1587,1587,0,3395101,4141564,1
1588,1588,0,3395101,3427225,1
1589,1589,0,2626664,3427225,1
1590,1590,0,2626664,2651436,1
1591,1591,0,1795055,2651436,1
1592,1592,0,1795055,1812221,1
1593,1593,0,936531,1812221,1
1594,1594,0,936531,945293,1
1595,1595,0,54055,945293,1
1596,1596,0,54055,54099,1
1597,1597,0,-829186,54099,1
1598,1598,0,-829186,-837067,1
1599,1599,0,-1694302,-837067,1
1600,1600,0,-1694302,-1710196,1
1601,1601,0,-2525610,-1710196,1
1602,1602,0,-2525610,-2548815,1
1603,1603,0,-3309942,-2548815,1
1604,1604,0,-3309942,-3340732,1
1605,1605,0,-4015711,-3340732,1
1606,1606,0,-4015711,-4052964,1
1607,1607,0,-4648080,-4052964,1
1608,1608,0,-4648080,-4691687,1
1609,1609,0,-5190220,-4691687,1
1610,1610,0,-5190220,-5239662,1
1611,1611,0,-5621001,-5239662,1
1612,1612,0,-5621001,-5674591,1
1613,1613,0,-5939595,-5674591,1
1614,1614,0,-5939595,-5995592,1
1615,1615,0,-6140177,-5995592,1
1616,1616,0,-6140177,-6198482,1
1617,1617,0,-6209423,-6198482,1
1618,1618,0,-6209423,-6268330,1
1619,1619,0,-6156991,-6268330,1
1620,1620,0,-6156991,-6215460,1
1621,1621,0,-5981606,-6215460,1
1622,1622,0,-5981606,-6038447,1
1623,1623,0,-5685703,-6038447,1
1624,1624,0,-5685703,-5739263,1
1625,1625,0,-5272831,-5739263,1
1626,1626,0,-5272831,-5323015,1
1627,1627,0,-4746041,-5323015,1
1628,1628,0,-4746041,-4791097,1
1629,1629,0,-4131228,-4791097,1
1630,1630,0,-4131228,-4170590,1
1631,1631,0,-3433260,-4170590,1
1632,1632,0,-3433260,-3466144,1
1633,1633,0,-2659154,-3466144,1
1634,1634,0,-2659154,-2684418,1
1635,1635,0,-1839514,-2684418,1
1636,1636,0,-1839514,-1857298,1
1637,1637,0,-978046,-1857298,1
1638,1638,0,-978046,-987526,1
1639,1639,0,-92283,-987526,1
1640,1640,0,-92283,-94071,1
1641,1641,0,784267,-94071,1
1642,1642,0,784267,791458,1
1643,1643,0,1657485,791458,1
1644,1644,0,1657485,1672787,1
1645,1645,0,2487736,1672787,1
1646,1646,0,2487736,2510749,1
1647,1647,0,3269277,2510749,1
1648,1648,0,3269277,3300016,1
1649,1649,0,3987599,3300016,1
1650,1650,0,3987599,4024932,1
1651,1651,0,4622771,4024932,1
1652,1652,0,4622771,4665923,1
1653,1653,0,5165206,4665923,1
1654,1654,0,5165206,5213646,1
1655,1655,0,5603291,5213646,1
1656,1656,0,5603291,5655396,1
1657,1657,0,5927924,5655396,1
1658,1658,0,5927924,5984076,1
1659,1659,0,6136069,5984076,1
1660,1660,0,6136069,6194022,1
1661,1661,0,6206415,6194022,1
1662,1662,0,6206415,6264819,1
1663,1663,0,6167329,6264819,1
1664,1664,0,6167329,6225250,1
1665,1665,0,5993075,6225250,1
1666,1666,0,5993075,6049915,1
1667,1667,0,5697733,6049915,1
1668,1668,0,5697733,5751534,1
1669,1669,0,5292197,5751534,1
1670,1670,0,5292197,5342397,1
1671,1671,0,4778029,5342397,1
1672,1672,0,4778029,4823191,1
1673,1673,0,4161529,4823191,1
1674,1674,0,4161529,4201281,1
1675,1675,0,3471439,4201281,1
1676,1676,0,3471439,3504541,1
1677,1677,0,2703425,3504541,1
1678,1678,0,2703425,2729671,1
1679,1679,0,1880079,2729671,1
1680,1680,0,1880079,1898455,1
1681,1681,0,1020079,1898455,1
1682,1682,0,1020079,1029883,1
1683,1683,0,139935,1029883,1
1684,1684,0,139935,141496,1
1685,1685,0,-748377,141496,1
1686,1686,0,-748377,-755286,1
1687,1687,0,-1611527,-755286,1
1688,1688,0,-1611527,-1626332,1
1689,1689,0,-2449905,-1626332,1
1690,1690,0,-2449905,-2472641,1
1691,1691,0,-3232461,-2472641,1
1692,1692,0,-3232461,-3263021,1
1693,1693,0,-3952276,-3263021,1
1694,1694,0,-3952276,-3989719,1
1695,1695,0,-4592426,-3989719,1
1696,1696,0,-4592426,-4635805,1
1697,1697,0,-5142191,-4635805,1
1698,1698,0,-5142191,-5190714,1
1699,1699,0,-5584569,-5190714,1
1700,1700,0,-5584569,-5637038,1
1701,1701,0,-5913598,-5637038,1
1702,1702,0,-5913598,-5969528,1
1703,1703,0,-6121666,-5969528,1
1704,1704,0,-6121666,-6179579,1
1705,1705,0,-6208586,-6179579,1
1706,1706,0,-6208586,-6267366,1
1707,1707,0,-6169274,-6267366,1
1708,1708,0,-6169274,-6227910,1
1709,1709,0,-6005806,-6227910,1
1710,1710,0,-6005806,-6063123,1
1711,1711,0,-5713940,-6063123,1
1712,1712,0,-5713940,-5768480,1
1713,1713,0,-5315459,-5768480,1
1714,1714,0,-5315459,-5365302,1
1715,1715,0,-4804377,-5365302,1
1716,1716,0,-4804377,-4850398,1
1717,1717,0,-4196957,-4850398,1
1718,1718,0,-4196957,-4237250,1
1719,1719,0,-3500486,-4237250,1
1720,1720,0,-3500486,-3534176,1
1721,1721,0,-2742800,-3534176,1
1722,1722,0,-2742800,-2768737,1
1723,1723,0,-1919180,-2768737,1
1724,1724,0,-1919180,-1937835,1
1725,1725,0,-1060356,-1937835,1
1726,1726,0,-1060356,-1070141,1
1727,1727,0,-182802,-1070141,1
1728,1728,0,-182802,-184724,1
1729,1729,0,704428,-184724,1
1730,1730,0,704428,710375,1
1731,1731,0,1575372,710375,1
1732,1732,0,1575372,1590035,1
1733,1733,0,2406810,1590035,1
1734,1734,0,2406810,2429543,1
1735,1735,0,3200564,2429543,1
1736,1736,0,3200564,3230308,1
1737,1737,0,3921321,3230308,1
1738,1738,0,3921321,3958611,1
1739,1739,0,4565895,3958611,1
1740,1740,0,4565895,4608702,1
1741,1741,0,5114044,4608702,1
1742,1742,0,5114044,5162318,1
1743,1743,0,5568266,5162318,1
1744,1744,0,5568266,5620654,1
1745,1745,0,5904177,5620654,1
1746,1746,0,5904177,5960034,1
1747,1747,0,6116764,5960034,1
1748,1748,0,6116764,6174580,1
1749,1749,0,6208730,6174580,1
1750,1750,0,6208730,6267238,1
1751,1751,0,6176555,6267238,1
1752,1752,0,6176555,6234917,1
1753,1753,0,6012612,6234917,1
1754,1754,0,6012612,6069633,1
1755,1755,0,5734199,6069633,1
1756,1756,0,5734199,5788449,1
1757,1757,0,5335971,5788449,1
1758,1758,0,5335971,5386857,1
1759,1759,0,4833833,5386857,1
1760,1760,0,4833833,4879639,1
1761,1761,0,4225901,4879639,1
1762,1762,0,4225901,4266126,1
1763,1763,0,3539943,4266126,1
1764,1764,0,3539943,3573616,1
1765,1765,0,2777550,3573616,1
1766,1766,0,2777550,2803972,1
1767,1767,0,1963523,2803972,1
1768,1768,0,1963523,1982331,1
1769,1769,0,1104241,1982331,1
1770,1770,0,1104241,1115247,1
1771,1771,0,221849,1115247,1
1772,1772,0,221849,224326,1
1773,1773,0,-659397,224326,1
1774,1774,0,-659397,-664917,1
1775,1775,0,-1525501,-664917,1
1776,1776,0,-1525501,-1539695,1
1777,1777,0,-2370878,-1539695,1
1778,1778,0,-2370878,-2393337,1
1779,1779,0,-3157288,-2393337,1
1780,1780,0,-3157288,-3186558,1
1781,1781,0,-3888485,-3186558,1
1782,1782,0,-3888485,-3925174,1
1783,1783,0,-4534444,-3925174,1
1784,1784,0,-4534444,-4577120,1
1785,1785,0,-5091588,-4577120,1
1786,1786,0,-5091588,-5139376,1
1787,1787,0,-5546544,-5139376,1
1788,1788,0,-5546544,-5598977,1
1789,1789,0,-5889785,-5598977,1
1790,1790,0,-5889785,-5944975,1
1791,1791,0,-6110874,-5944975,1
1792,1792,0,-6110874,-6168690,1
1793,1793,0,-6205646,-6168690,1
1794,1794,0,-6205646,-6264311,1
1795,1795,0,-6177788,-6264311,1
1796,1796,0,-6177788,-6236263,1
1797,1797,0,-6022585,-6236263,1
1798,1798,0,-6022585,-6079858,1
1799,1799,0,-5751986,-6079858,1
1800,1800,0,-5751986,-5806672,1
1801,1801,0,-5358796,-5806672,1
1802,1802,0,-5358796,-5409539,1
1803,1803,0,-4857449,-5409539,1
1804,1804,0,-4857449,-4903767,1
1805,1805,0,-4256866,-4903767,1
1806,1806,0,-4256866,-4297439,1
1807,1807,0,-3574140,-4297439,1
1808,1808,0,-3574140,-3608585,1
1809,1809,0,-2812644,-3608585,1
1810,1810,0,-2812644,-2840212,1
1811,1811,0,-2005053,-2840212,1
1812,1812,0,-2005053,-2023911,1
1813,1813,0,-1139690,-2023911,1
1814,1814,0,-1139690,-1150813,1
1815,1815,0,-268635,-1150813,1
1816,1816,0,-268635,-271565,1
1817,1817,0,615884,-271565,1
1818,1818,0,615884,621764,1
1819,1819,0,1486700,621764,1
1820,1820,0,1486700,1500159,1
1821,1821,0,2333515,1500159,1
1822,1822,0,2333515,2355699,1
1823,1823,0,3126465,2355699,1
1824,1824,0,3126465,3155630,1
1825,1825,0,3852129,3155630,1
1826,1826,0,3852129,3888434,1
1827,1827,0,4504952,3888434,1
1828,1828,0,4504952,4547368,1
1829,1829,0,5070182,4547368,1
1830,1830,0,5070182,5117852,1
1831,1831,0,5526515,5117852,1
1832,1832,0,5526515,5579060,1
1833,1833,0,5876110,5579060,1
1834,1834,0,5876110,5931565,1
1835,1835,0,6096892,5931565,1
1836,1836,0,6096892,6154125,1
1837,1837,0,6202961,6154125,1
1838,1838,0,6202961,6261375,1
1839,1839,0,6188140,6261375,1
1840,1840,0,6188140,6246547,1
1841,1841,0,6036200,6246547,1
1842,1842,0,6036200,6093050,1
1843,1843,0,5768200,6093050,1
1844,1844,0,5768200,5822290,1
1845,1845,0,5378284,5822290,1
1846,1846,0,5378284,5429204,1
1847,1847,0,4883633,5429204,1
1848,1848,0,4883633,4929746,1
1849,1849,0,4291146,4929746,1
1850,1850,0,4291146,4332051,1
1851,1851,0,3616755,4332051,1
1852,1852,0,3616755,3651104,1
1853,1853,0,2852871,3651104,1
1854,1854,0,2852871,2879988,1
1855,1855,0,2043370,2879988,1
1856,1856,0,2043370,2063349,1
1857,1857,0,1187143,2063349,1
1858,1858,0,1187143,1198363,1
1859,1859,0,308743,1198363,1
1860,1860,0,308743,312176,1
1861,1861,0,-573257,312176,1
1862,1862,0,-573257,-578153,1
1863,1863,0,-1447058,-578153,1
1864,1864,0,-1447058,-1460562,1
1865,1865,0,-2289649,-1460562,1
1866,1866,0,-2289649,-2310978,1
1867,1867,0,-3085577,-2310978,1
1868,1868,0,-3085577,-3114412,1
1869,1869,0,-3818675,-3114412,1
1870,1870,0,-3818675,-3854065,1
1871,1871,0,-4472086,-3854065,1
1872,1872,0,-4472086,-4513863,1
1873,1873,0,-5042629,-4513863,1
1874,1874,0,-5042629,-5090180,1
1875,1875,0,-5508205,-5090180,1
1876,1876,0,-5508205,-5560046,1
1877,1877,0,-5864630,-5560046,1
1878,1878,0,-5864630,-5920002,1
1879,1879,0,-6093882,-5920002,1
1880,1880,0,-6093882,-6151001,1
1881,1881,0,-6200113,-6151001,1
1882,1882,0,-6200113,-6258223,1
1883,1883,0,-6186737,-6258223,1
1884,1884,0,-6186737,-6245310,1
1885,1885,0,-6044495,-6245310,1
1886,1886,0,-6044495,-6101374,1
1887,1887,0,-5779735,-6101374,1
1888,1888,0,-5779735,-5834882,1
1889,1889,0,-5400352,-5834882,1
1890,1890,0,-5400352,-5451295,1
1891,1891,0,-4913524,-5451295,1
1892,1892,0,-4913524,-4960240,1
1893,1893,0,-4318940,-4960240,1
1894,1894,0,-4318940,-4360406,1
1895,1895,0,-3640733,-4360406,1
1896,1896,0,-3640733,-3675117,1
1897,1897,0,-2894721,-3675117,1
1898,1898,0,-2894721,-2922356,1
1899,1899,0,-2082379,-2922356,1
1900,1900,0,-2082379,-2102179,1
1901,1901,0,-1229863,-2102179,1
1902,1902,0,-1229863,-1241531,1
1903,1903,0,-350240,-1241531,1
1904,1904,0,-350240,-353597,1
1905,1905,0,527893,-353597,1
1906,1906,0,527893,532597,1
1907,1907,0,1409541,532597,1
1908,1908,0,1409541,1422571,1
1909,1909,0,2250860,1422571,1
1910,1910,0,2250860,2271575,1
1911,1911,0,3051569,2271575,1
1912,1912,0,3051569,3080445,1
1913,1913,0,3786408,3080445,1
1914,1914,0,3786408,3821982,1
1915,1915,0,4446788,3821982,1
1916,1916,0,4446788,4488110,1
1917,1917,0,5015732,4488110,1
1918,1918,0,5015732,5062943,1
1919,1919,0,5486447,5062943,1
1920,1920,0,5486447,5538156,1
1921,1921,0,5849558,5538156,1
1922,1922,0,5849558,5904791,1
1923,1923,0,6086093,5904791,1
1924,1924,0,6086093,6143724,1
1925,1925,0,6202336,6143724,1
1926,1926,0,6202336,6260336,1
1927,1927,0,6189834,6260336,1
1928,1928,0,6189834,6248427,1
1929,1929,0,6056146,6248427,1
1930,1930,0,6056146,6113442,1
1931,1931,0,5797511,6113442,1
1932,1932,0,5797511,5852077,1
1933,1933,0,5423562,5852077,1
1934,1934,0,5423562,5474416,1
1935,1935,0,4937402,5474416,1
1936,1936,0,4937402,4984598,1
1937,1937,0,4351507,4984598,1
1938,1938,0,4351507,4393102,1
1939,1939,0,3679520,4393102,1
1940,1940,0,3679520,3714948,1
1941,1941,0,2931565,3714948,1
1942,1942,0,2931565,2959480,1
1943,1943,0,2122331,2959480,1
1944,1944,0,2122331,2142455,1
1945,1945,0,1271006,2142455,1
1946,1946,0,1271006,1283177,1
1947,1947,0,395466,1283177,1
1948,1948,0,395466,399096,1
1949,1949,0,-487975,399096,1
1950,1950,0,-487975,-492145,1
1951,1951,0,-1359721,-492145,1
1952,1952,0,-1359721,-1372459,1
1953,1953,0,-2208389,-1372459,1
1954,1954,0,-2208389,-2229080,1
1955,1955,0,-3011614,-2229080,1
1956,1956,0,-3011614,-3039821,1
1957,1957,0,-3757474,-3039821,1
1958,1958,0,-3757474,-3792699,1
1959,1959,0,-4416327,-3792699,1
1960,1960,0,-4416327,-4457787,1
1961,1961,0,-4993221,-4457787,1
1962,1962,0,-4993221,-5040612,1
1963,1963,0,-5469290,-5040612,1
1964,1964,0,-5469290,-5520536,1
1965,1965,0,-5829487,-5520536,1
1966,1966,0,-5829487,-5884653,1
1967,1967,0,-6071698,-5884653,1
1968,1968,0,-6071698,-6129070,1
1969,1969,0,-6195852,-6129070,1
1970,1970,0,-6195852,-6254512,1
1971,1971,0,-6193638,-6254512,1
1972,1972,0,-6193638,-6252269,1
1973,1973,0,-6073513,-6252269,1
1974,1974,0,-6073513,-6130854,1
1975,1975,0,-5812692,-6130854,1
1976,1976,0,-5812692,-5867982,1
1977,1977,0,-5439176,-5867982,1
1978,1978,0,-5439176,-5490888,1
1979,1979,0,-4963231,-5490888,1
1980,1980,0,-4963231,-5010122,1
1981,1981,0,-4378471,-5010122,1
1982,1982,0,-4378471,-4420602,1
1983,1983,0,-3711818,-4420602,1
1984,1984,0,-3711818,-3747402,1
1985,1985,0,-2967832,-3747402,1
1986,1986,0,-2967832,-2995992,1
1987,1987,0,-2169832,-2995992,1
1988,1988,0,-2169832,-2190765,1
1989,1989,0,-1306736,-2190765,1
1990,1990,0,-1306736,-1319487,1
1991,1991,0,-434413,-1319487,1
1992,1992,0,-434413,-438987,1
1993,1993,0,446663,-438987,1
1994,1994,0,446663,450266,1
1995,1995,0,1317809,450266,1
1996,1996,0,1317809,1329856,1
1997,1997,0,2172159,1329856,1
1998,1998,0,2172159,2191816,1
1999,1999,0,2969023,2191816,1
2000,2000,0,2969023,2996961,1
2001,2001,0,3723991,2996961,1
2002,2002,0,3723991,3758676,1
2003,2003,0,4390822,3758676,1
2004,2004,0,4390822,4431903,1
2005,2005,0,4955985,4431903,1
2006,2006,0,4955985,5001932,1
2007,2007,0,5448516,5001932,1
2008,2008,0,5448516,5499916,1
2009,2009,0,5817066,5499916,1
2010,2010,0,5817066,5871924,1
2011,2011,0,6066403,5871924,1
2012,2012,0,6066403,6123736,1
2013,2013,0,6193486,6123736,1
2014,2014,0,6193486,6252268,1
2015,2015,0,6191012,6252268,1
2016,2016,0,6191012,6249345,1
2017,2017,0,6075614,6249345,1
2018,2018,0,6075614,6132809,1
2019,2019,0,5836272,6132809,1
2020,2020,0,5836272,5891418,1
2021,2021,0,5457907,5891418,1
2022,2022,0,5457907,5509498,1
2023,2023,0,4989765,5509498,1
2024,2024,0,4989765,5037500,1
2025,2025,0,4406331,5037500,1
2026,2026,0,4406331,4448299,1
2027,2027,0,3747101,4448299,1
2028,2028,0,3747101,3782652,1
2029,2029,0,3013163,3782652,1
2030,2030,0,3013163,3042298,1
2031,2031,0,2195446,3042298,1
2032,2032,0,2195446,2216589,1
2033,2033,0,1355189,2216589,1
2034,2034,0,1355189,1367846,1
2035,2035,0,483162,1367846,1
2036,2036,0,483162,487861,1
2037,2037,0,-401498,487861,1
2038,2038,0,-401498,-404419,1
2039,2039,0,-1281638,-404419,1
2040,2040,0,-1281638,-1293434,1
2041,2041,0,-2132502,-1293434,1
2042,2042,0,-2132502,-2152138,1
2043,2043,0,-2935905,-2152138,1
2044,2044,0,-2935905,-2963515,1
2045,2045,0,-3686737,-2963515,1
2046,2046,0,-3686737,-3721501,1
2047,2047,0,-4354289,-3721501,1
