Sample in Buffer,Sample in Window,TRIGGER,l_in[23:0],l_data_tx[23:0],r_in[23:0],r_data_tx[23:0],sample_ok
2075,2075,0,3927698,3808679,3967890,3859400,1
2076,2076,0,3879449,3808679,3967890,3848037,1
2077,2077,0,3879449,3855270,3919853,3848037,1
2078,2078,0,3878939,3855270,3919853,3894991,1
2079,2079,0,3878939,3884615,3919447,3894991,1
2080,2080,0,3902158,3884615,3919447,3924696,1
2081,2081,0,3902158,3876882,3942480,3924696,1
2082,2082,0,3921784,3876882,3942480,3916912,1
2083,2083,0,3921784,3894293,3962317,3916912,1
2084,2084,0,3878674,3894293,3962317,3934495,1
2085,2085,0,3878674,3894230,3919148,3934495,1
2086,2086,0,4001888,3894230,3919148,3934439,1
2087,2087,0,4001888,3893606,4042956,3934439,1
2088,2088,0,3535190,3893606,4042956,3933826,1
2089,2089,0,3535190,3901309,3572124,3933826,1
2090,2090,0,3137522,3901309,3572124,3941577,1
2091,2091,0,3137522,3868186,3170251,3941577,1
2092,2092,0,3921474,3868186,3170251,3908168,1
2093,2093,0,3921474,3789558,3961577,3908168,1
2094,2094,0,3611154,3789558,3961577,3828778,1
2095,2095,0,3611154,3792913,3648364,3828778,1
2096,2096,0,3816826,3792913,3648364,3832182,1
2097,2097,0,3816826,3761305,3856220,3832182,1
2098,2098,0,3694860,3761305,3856220,3800276,1
2099,2099,0,3694860,3755052,3733465,3800276,1
2100,2100,0,3528041,3755052,3733465,3793922,1
2101,2101,0,3528041,3736671,3564734,3793922,1
2102,2102,0,3604861,3736671,3564734,3775351,1
2103,2103,0,3604861,3699314,3642419,3775351,1
2104,2104,0,3605365,3699314,3642419,3737632,1
2105,2105,0,3605365,3667668,3642356,3737632,1
2106,2106,0,3994474,3667668,3642356,3705689,1
2107,2107,0,3994474,3640377,4035922,3705689,1
2108,2108,0,3827674,3640377,4035922,3678050,1
2109,2109,0,3827674,3639637,3867411,3678050,1
2110,2110,0,3953430,3639637,3867411,3677348,1
2111,2111,0,3953430,3668842,3993866,3677348,1
2112,2112,0,3825679,3668842,3993866,3706834,1
2113,2113,0,3825679,3750314,3865143,3706834,1
2114,2114,0,3906050,3750314,3865143,3789074,1
2115,2115,0,3906050,3740748,3946324,3789074,1
2116,2116,0,3776436,3740748,3946324,3779445,1
2117,2117,0,3776436,3770195,3815015,3779445,1
2118,2118,0,3991966,3770195,3815015,3809197,1
2119,2119,0,3991966,3766162,4033222,3809197,1
2120,2120,0,3358963,3766162,4033222,3805083,1
2121,2121,0,3358963,3795829,3394845,3805083,1
2122,2122,0,3446693,3795829,3394845,3835015,1
2123,2123,0,3446693,3778946,3481949,3835015,1
2124,2124,0,4055929,3778946,3481949,3818051,1
2125,2125,0,4055929,3763152,4097860,3818051,1
2126,2126,0,3813541,3763152,4097860,3802027,1
2127,2127,0,3813541,3808142,3853083,3802027,1
2128,2128,0,3899531,3808142,3853083,3847511,1
2129,2129,0,3899531,3790076,3939700,3847511,1
2130,2130,0,3710926,3790076,3939700,3829254,1
2131,2131,0,3710926,3797251,3749302,3829254,1
2132,2132,0,4055498,3797251,3749302,3836472,1
2133,2133,0,4055498,3773036,4097543,3836472,1
2134,2134,0,3439639,3773036,4097543,3812052,1
2135,2135,0,3439639,3795984,3475570,3812052,1
2136,2136,0,3343308,3795984,3475570,3835258,1
2137,2137,0,3343308,3749411,3378277,3835258,1
2138,2138,0,3280889,3749411,3378277,3788251,1
2139,2139,0,3280889,3706162,3315820,3788251,1
2140,2140,0,3614225,3706162,3315820,3744641,1
2141,2141,0,3614225,3635158,3651635,3744641,1
2142,2142,0,4189352,3635158,3651635,3673006,1
2143,2143,0,4189352,3660647,4232755,3673006,1
2144,2144,0,3451380,3660647,4232755,3698648,1
2145,2145,0,3451380,3734804,3487700,3698648,1
2146,2146,0,3403175,3734804,3487700,3773618,1
2147,2147,0,3403175,3674438,3438043,3773618,1
2148,2148,0,4633798,3674438,3438043,3712692,1
2149,2149,0,4633798,3633462,4681527,3712692,1
2150,2150,0,388300,3633462,4681527,3671248,1
2151,2151,0,388300,3706781,397779,3671248,1
2152,2152,0,-3832267,3706781,397779,3745322,1
2153,2153,0,-3832267,3375005,-3864664,3745322,1
2154,2154,0,-2904118,3375005,-3864664,3410661,1
2155,2155,0,-2904118,2587384,-2928627,3410661,1
2156,2156,0,-2701370,2587384,-2928627,2615607,1
2157,2157,0,-2701370,1953937,-2723433,2615607,1
2158,2158,0,-2904504,1953937,-2723433,1976125,1
2159,2159,0,-2904504,1350355,-2928319,1976125,1
2160,2160,0,-2989180,1350355,-2928319,1366848,1
2161,2161,0,-2989180,732722,-3014681,1366848,1
2162,2162,0,-2705559,732722,-3014681,743349,1
2163,2163,0,-2705559,73348,-2727645,743349,1
2164,2164,0,-3126855,73348,-2727645,77694,1
2165,2165,0,-3126855,-615133,-3152989,77694,1
2166,2166,0,-2535949,-615133,-3152989,-617327,1
2167,2167,0,-2535949,-1271992,-2556280,-617327,1
2168,2168,0,-3332872,-1271992,-2556280,-1280423,1
2169,2169,0,-3332872,-1865035,-3360915,-1280423,1
2170,2170,0,-3161095,-1865035,-3360915,-1878977,1
2171,2171,0,-3161095,-2660535,-3187752,-1878977,1
2172,2172,0,-3108465,-2660535,-3187752,-2682043,1
2173,2173,0,-3108465,-3014954,-3134137,-2682043,1
2174,2174,0,-2867707,-3014954,-3134137,-3040071,1
2175,2175,0,-2867707,-2942680,-2892090,-3040071,1
2176,2176,0,-2540656,-2942680,-2892090,-2967126,1
2177,2177,0,-2540656,-2939045,-2561037,-2967126,1
2178,2178,0,-3222529,-2939045,-2561037,-2963477,1
2179,2179,0,-3222529,-2922997,-3249602,-2963477,1
2180,2180,0,-2722317,-2922997,-3249602,-2947261,1
2181,2181,0,-2722317,-2954753,-2744686,-2947261,1
2182,2182,0,-2749483,-2954753,-2744686,-2979343,1
2183,2183,0,-2749483,-2928105,-2772189,-2979343,1
2184,2184,0,-3151438,-2928105,-2772189,-2952383,1
2185,2185,0,-3151438,-2932491,-3177998,-2952383,1
2186,2186,0,-2614071,-2932491,-3177998,-2956831,1
2187,2187,0,-2614071,-2934946,-2635351,-2956831,1
2188,2188,0,-2863174,-2934946,-2635351,-2959328,1
2189,2189,0,-2863174,-2942747,-2886698,-2959328,1
2190,2190,0,-3223354,-2942747,-2886698,-2967223,1
2191,2191,0,-3223354,-2895846,-3250368,-2967223,1
2192,2192,0,-2944812,-2895846,-3250368,-2919871,1
2193,2193,0,-2944812,-2902063,-2969644,-2919871,1
2194,2194,0,-2962264,-2902063,-2969644,-2926123,1
2195,2195,0,-2962264,-2885721,-2986373,-2926123,1
2196,2196,0,-4028746,-2885721,-2986373,-2909698,1
2197,2197,0,-4028746,-2895163,-4063734,-2909698,1
2198,2198,0,-3208704,-2895163,-4063734,-2919113,1
2199,2199,0,-3208704,-3043754,-3236122,-2919113,1
2200,2200,0,-2894801,-3043754,-3236122,-3069162,1
2201,2201,0,-2894801,-3042374,-2918520,-3069162,1
2202,2202,0,-3580529,-3042374,-2918520,-3067816,1
2203,2203,0,-3580529,-3059597,-3610562,-3067816,1
2204,2204,0,-3149618,-3059597,-3610562,-3085174,1
2205,2205,0,-3149618,-3142580,-3176717,-3085174,1
2206,2206,0,-2613475,-3142580,-3176717,-3168889,1
2207,2207,0,-2613475,-3142398,-2634975,-3168889,1
2208,2208,0,-3382108,-3142398,-2634975,-3168761,1
2209,2209,0,-3382108,-3142338,-3410318,-3168761,1
2210,2210,0,-3683311,-3142338,-3410318,-3168723,1
2211,2211,0,-3683311,-3194156,-3714440,-3168723,1
2212,2212,0,-3032888,-3194156,-3714440,-3221009,1
2213,2213,0,-3032888,-3240084,-3058103,-3221009,1
2214,2214,0,-3172683,-3240084,-3058103,-3267348,1
2215,2215,0,-3172683,-3248879,-3199554,-3267348,1
2216,2216,0,-2855433,-3248879,-3199554,-3276181,1
2217,2217,0,-2855433,-3269890,-2878931,-3276181,1
2218,2218,0,-2962206,-3269890,-2878931,-3297468,1
2219,2219,0,-2962206,-3152730,-2987060,-3297468,1
2220,2220,0,-2621034,-3152730,-2987060,-3179161,1
2221,2221,0,-2621034,-3128117,-2641930,-3179161,1
2222,2222,0,-3675591,-3128117,-2641930,-3154291,1
2223,2223,0,-3675591,-3100780,-3706742,-3154291,1
2224,2224,0,-3662093,-3100780,-3706742,-3126673,1
2225,2225,0,-3662093,-3110272,-3693425,-3126673,1
2226,2226,0,-3004527,-3110272,-3693425,-3136277,1
2227,2227,0,-3004527,-3161445,-3029453,-3136277,1
2228,2228,0,-3412606,-3161445,-3029453,-3187872,1
2229,2229,0,-3412606,-3200493,-3441768,-3187872,1
2230,2230,0,-3041920,-3200493,-3441768,-3227262,1
2231,2231,0,-3041920,-3203538,-3067047,-3227262,1
2232,2232,0,-2904571,-3203538,-3067047,-3230402,1
2233,2233,0,-2904571,-3139493,-2928810,-3230402,1
2234,2234,0,-3408660,-3139493,-2928810,-3165758,1
2235,2235,0,-3408660,-3126680,-3437416,-3165758,1
2236,2236,0,-3044936,-3126680,-3437416,-3152847,1
2237,2237,0,-3044936,-3150243,-3070422,-3152847,1
2238,2238,0,-3533824,-3150243,-3070422,-3176599,1
2239,2239,0,-3533824,-3169166,-3563706,-3176599,1
2240,2240,0,-3665442,-3169166,-3563706,-3195720,1
2241,2241,0,-3665442,-3226244,-3697100,-3195720,1
2242,2242,0,-3591515,-3226244,-3697100,-3253300,1
2243,2243,0,-3591515,-3330532,-3621879,-3253300,1
2244,2244,0,-3714794,-3330532,-3621879,-3358662,1
2245,2245,0,-3714794,-3322136,-3747014,-3358662,1
2246,2246,0,-3197040,-3322136,-3747014,-3350188,1
2247,2247,0,-3197040,-3327399,-3224168,-3350188,1
2248,2248,0,-3759401,-3327399,-3224168,-3355539,1
2249,2249,0,-3759401,-3346622,-3791197,-3355539,1
2250,2250,0,-3486152,-3346622,-3791197,-3374982,1
2251,2251,0,-3486152,-3381251,-3515504,-3374982,1
2252,2252,0,-3266327,-3381251,-3515504,-3409874,1
2253,2253,0,-3266327,-3425609,-3294006,-3409874,1
2254,2254,0,-3248211,-3425609,-3294006,-3454654,1
2255,2255,0,-3248211,-3461731,-3275527,-3454654,1
2256,2256,0,-3514249,-3461731,-3275527,-3491120,1
2257,2257,0,-3514249,-3445710,-3544158,-3491120,1
2258,2258,0,-3001754,-3445710,-3544158,-3474955,1
2259,2259,0,-3001754,-3492572,-3027164,-3474955,1
2260,2260,0,-3214597,-3492572,-3027164,-3522259,1
2261,2261,0,-3214597,-3439443,-3241423,-3522259,1
2262,2262,0,-3163654,-3439443,-3241423,-3468684,1
2263,2263,0,-3163654,-3394425,-3190343,-3468684,1
2264,2264,0,-3307809,-3394425,-3190343,-3423183,1
2265,2265,0,-3307809,-3351701,-3335793,-3423183,1
2266,2266,0,-3053628,-3351701,-3335793,-3380092,1
2267,2267,0,-3053628,-3311063,-3079000,-3380092,1
2268,2268,0,-2905449,-3311063,-3079000,-3339030,1
2269,2269,0,-2905449,-3296742,-2929725,-3339030,1
2270,2270,0,-2507852,-3296742,-2929725,-3324535,1
2271,2271,0,-2507852,-3211472,-2528153,-3324535,1
2272,2272,0,-3270946,-3211472,-2528153,-3238514,1
2273,2273,0,-3270946,-3113786,-3298133,-3238514,1
2274,2274,0,-3705806,-3113786,-3298133,-3139923,1
2275,2275,0,-3705806,-3114247,-3737730,-3139923,1
2276,2276,0,-2626129,-3114247,-3737730,-3140336,1
2277,2277,0,-2626129,-3159939,-2647220,-3140336,1
2278,2278,0,-3161832,-3159939,-2647220,-3186488,1
2279,2279,0,-3161832,-3071257,-3188259,-3186488,1
2280,2280,0,-3661075,-3071257,-3188259,-3096926,1
2281,2281,0,-3661075,-3087242,-3692667,-3096926,1
2282,2282,0,-3433197,-3087242,-3692667,-3113012,1
2283,2283,0,-3433197,-3131824,-3462862,-3113012,1
2284,2284,0,-2314195,-3131824,-3462862,-3158070,1
2285,2285,0,-2314195,-3158739,-2333316,-3158070,1
2286,2286,0,-3562953,-3158739,-2333316,-3185282,1
2287,2287,0,-3562953,-3059523,-3593094,-3185282,1
2288,2288,0,-3238245,-3059523,-3593094,-3085181,1
2289,2289,0,-3238245,-3110381,-3265746,-3085181,1
2290,2290,0,-2896088,-3110381,-3265746,-3136515,1
2291,2291,0,-2896088,-3143612,-2920314,-3136515,1
2292,2292,0,-3246805,-3143612,-2920314,-3170068,1
2293,2293,0,-3246805,-3182379,-3273814,-3170068,1
2294,2294,0,-2847348,-3182379,-3273814,-3209227,1
2295,2295,0,-2847348,-3179968,-2871069,-3209227,1
2296,2296,0,-2877404,-3179968,-2871069,-3206798,1
2297,2297,0,-2877404,-3094248,-2901008,-3206798,1
2298,2298,0,-3132941,-3094248,-2901008,-3120259,1
2299,2299,0,-3132941,-3119339,-3158616,-3120259,1
2300,2300,0,-3060729,-3119339,-3158616,-3145601,1
2301,2301,0,-3060729,-3116454,-3086502,-3145601,1
2302,2302,0,-3110454,-3116454,-3086502,-3142641,1
2303,2303,0,-3110454,-3056507,-3136243,-3142641,1
2304,2304,0,-3453935,-3056507,-3136243,-3082113,1
2305,2305,0,-3453935,-3024280,-3483008,-3082113,1
2306,2306,0,-2564847,-3024280,-3483008,-3049499,1
2307,2307,0,-2564847,-3138087,-2586086,-3049499,1
2308,2308,0,-3275329,-3138087,-2586086,-3164300,1
2309,2309,0,-3275329,-3038423,-3302568,-3164300,1
2310,2310,0,-3261578,-3038423,-3302568,-3063747,1
2311,2311,0,-3261578,-3042126,-3289205,-3063747,1
2312,2312,0,-2849496,-3042126,-3289205,-3067423,1
2313,2313,0,-2849496,-3078621,-2873409,-3067423,1
2314,2314,0,-2964131,-3078621,-2873409,-3104258,1
2315,2315,0,-2964131,-3038948,-2988529,-3104258,1
2316,2316,0,-2720531,-3038948,-2988529,-3064277,1
2317,2317,0,-2720531,-3050610,-2742665,-3064277,1
2318,2318,0,-3026263,-3050610,-2742665,-3076005,1
2319,2319,0,-3026263,-3034945,-3051464,-3076005,1
2320,2320,0,-2771999,-3034945,-3051464,-3060194,1
2321,2321,0,-2771999,-3024293,-2794640,-3060194,1
2322,2322,0,-2958163,-3024293,-2794640,-3049495,1
2323,2323,0,-2958163,-2995462,-2983001,-3049495,1
2324,2324,0,-3275245,-2995462,-2983001,-3020351,1
2325,2325,0,-3275245,-2980256,-3302909,-3020351,1
2326,2326,0,-3104971,-2980256,-3302909,-3005050,1
2327,2327,0,-3104971,-2962413,-3130741,-3005050,1
2328,2328,0,-3024302,-2962413,-3130741,-2987066,1
2329,2329,0,-3024302,-3016346,-3049441,-2987066,1
2330,2330,0,-3074066,-3016346,-3049441,-3041452,1
2331,2331,0,-3074066,-2991280,-3099891,-3041452,1
2332,2332,0,-3018770,-2991280,-3099891,-3016176,1
2333,2333,0,-3018770,-2972556,-3043953,-3016176,1
2334,2334,0,-2933849,-2972556,-3043953,-2997273,1
2335,2335,0,-2933849,-2989459,-2958265,-2997273,1
2336,2336,0,-3045683,-2989459,-2958265,-3014302,1
2337,2337,0,-3045683,-2986435,-3071211,-3014302,1
2338,2338,0,-3140978,-2986435,-3071211,-3011280,1
2339,2339,0,-3140978,-3018903,-3166840,-3011280,1
2340,2340,0,-3045348,-3018903,-3166840,-3044086,1
2341,2341,0,-3045348,-3030358,-3070735,-3044086,1
2342,2342,0,-3364891,-3030358,-3070735,-3055607,1
2343,2343,0,-3364891,-3057652,-3393534,-3055607,1
2344,2344,0,-2964137,-3057652,-3393534,-3083176,1
2345,2345,0,-2964137,-3098266,-2988977,-3083176,1
2346,2346,0,-2919711,-3098266,-2988977,-3124169,1
2347,2347,0,-2919711,-3067200,-2943726,-3124169,1
2348,2348,0,-3146562,-3067200,-2943726,-3092822,1
2349,2349,0,-3146562,-3048702,-3173045,-3092822,1
2350,2350,0,-2890714,-3048702,-3173045,-3074148,1
2351,2351,0,-2890714,-3060910,-2914189,-3074148,1
2352,2352,0,-3550366,-3060910,-2914189,-3086490,1
2353,2353,0,-3550366,-3042601,-3580219,-3086490,1
2354,2354,0,-3161355,-3042601,-3580219,-3067947,1
2355,2355,0,-3161355,-3095683,-3188458,-3067947,1
2356,2356,0,-2930411,-3095683,-3188458,-3121495,1
2357,2357,0,-2930411,-3118400,-2954949,-3121495,1
2358,2358,0,-3390379,-3118400,-2954949,-3144481,1
2359,2359,0,-3390379,-3106890,-3419660,-3144481,1
2360,2360,0,-2883384,-3106890,-3419660,-3132872,1
2361,2361,0,-2883384,-3131794,-2907315,-3132872,1
2362,2362,0,-2948615,-3131794,-2907315,-3158117,1
2363,2363,0,-2948615,-3115621,-2973215,-3158117,1
2364,2364,0,-3260431,-3115621,-2973215,-3141799,1
2365,2365,0,-3260431,-3074054,-3288063,-3141799,1
2366,2366,0,-3372170,-3074054,-3288063,-3099828,1
2367,2367,0,-3372170,-3103640,-3400834,-3099828,1
2368,2368,0,-3146136,-3103640,-3400834,-3129693,1
2369,2369,0,-3146136,-3148820,-3172366,-3129693,1
2370,2370,0,-3110297,-3148820,-3172366,-3175337,1
2371,2371,0,-3110297,-3148777,-3135916,-3175337,1
2372,2372,0,-3656461,-3148777,-3135916,-3175269,1
2373,2373,0,-3656461,-3170704,-3687792,-3175269,1
2374,2374,0,-3581148,-3170704,-3687792,-3197409,1
2375,2375,0,-3581148,-3181297,-3611514,-3197409,1
2376,2376,0,-2833267,-3181297,-3611514,-3208151,1
2377,2377,0,-2833267,-3223215,-2856859,-3208151,1
2378,2378,0,-2650194,-3223215,-2856859,-3250395,1
2379,2379,0,-2650194,-3213515,-2671919,-3250395,1
2380,2380,0,-2950414,-3213515,-2671919,-3240600,1
2381,2381,0,-2950414,-3139605,-2974701,-3240600,1
2382,2382,0,-3349790,-3139605,-2974701,-3165935,1
2383,2383,0,-3349790,-3146298,-3377848,-3165935,1
2384,2384,0,-3749705,-3146298,-3377848,-3172664,1
2385,2385,0,-3749705,-3186357,-3781641,-3172664,1
2386,2386,0,-3277803,-3186357,-3781641,-3213068,1
2387,2387,0,-3277803,-3235213,-3305455,-3213068,1
2388,2388,0,-2827832,-3235213,-3305455,-3262354,1
2389,2389,0,-2827832,-3225790,-2851207,-3262354,1
2390,2390,0,-2668697,-3225790,-2851207,-3252830,1
2391,2391,0,-2668697,-3194006,-2690618,-3252830,1
2392,2392,0,-3361876,-3194006,-2690618,-3220761,1
2393,2393,0,-3361876,-3149911,-3390521,-3220761,1
2394,2394,0,-2738194,-3149911,-3390521,-3176296,1
2395,2395,0,-2738194,-3120495,-2761587,-3176296,1
2396,2396,0,-2569820,-3120495,-2761587,-3146613,1
2397,2397,0,-2569820,-3036323,-2590169,-3146613,1
2398,2398,0,-3185241,-3036323,-2590169,-3061745,1
2399,2399,0,-3185241,-3010017,-3212079,-3061745,1
2400,2400,0,-2545466,-3010017,-3212079,-3035115,1
2401,2401,0,-2545466,-3063444,-2566429,-3035115,1
2402,2402,0,-3030810,-3063444,-2566429,-3089051,1
2403,2403,0,-3030810,-3023008,-3056189,-3089051,1
2404,2404,0,-3603824,-3023008,-3056189,-3048284,1
2405,2405,0,-3603824,-2991157,-3634988,-3048284,1
2406,2406,0,-3120942,-2991157,-3634988,-3016165,1
2407,2407,0,-3120942,-2976590,-3147457,-3016165,1
2408,2408,0,-3011975,-2976590,-3147457,-3001521,1
2409,2409,0,-3011975,-2960927,-3037406,-3001521,1
2410,2410,0,-2577031,-2960927,-3037406,-2985745,1
2411,2411,0,-2577031,-2979314,-2598169,-2985745,1
2412,2412,0,-3640332,-2979314,-2598169,-3004337,1
2413,2413,0,-3640332,-2970161,-3671251,-3004337,1
2414,2414,0,-3123612,-2970161,-3671251,-2995106,1
2415,2415,0,-3123612,-2997966,-3150467,-2995106,1
2416,2416,0,-2740807,-2997966,-3150467,-3023138,1
2417,2417,0,-2740807,-3036451,-2763198,-3023138,1
2418,2418,0,-2632438,-3036451,-2763198,-3061969,1
2419,2419,0,-2632438,-3053525,-2654139,-3061969,1
2420,2420,0,-3122995,-3053525,-2654139,-3079247,1
2421,2421,0,-3122995,-2998326,-3148942,-3079247,1
2422,2422,0,-3018527,-2998326,-3148942,-3023534,1
2423,2423,0,-3018527,-3055994,-3043805,-3023534,1
2424,2424,0,-2764187,-3055994,-3043805,-3081700,1
2425,2425,0,-2764187,-3054767,-2786714,-3081700,1
2426,2426,0,-3308793,-3054767,-2786714,-3080464,1
2427,2427,0,-3308793,-2970927,-3336910,-3080464,1
2428,2428,0,-3590121,-2970927,-3336910,-2995761,1
2429,2429,0,-3590121,-2989684,-3620597,-2995761,1
2430,2430,0,-3297875,-2989684,-3620597,-3014678,1
2431,2431,0,-3297875,-3047414,-3325971,-3014678,1
2432,2432,0,-2429553,-3047414,-3325971,-3072912,1
2433,2433,0,-2429553,-3119393,-2449369,-3072912,1
2434,2434,0,-3186989,-3119393,-2449369,-3145585,1
2435,2435,0,-3186989,-2998493,-3213800,-3145585,1
2436,2436,0,-3195563,-2998493,-3213800,-3023576,1
2437,2437,0,-3195563,-3004821,-3222472,-3023576,1
2438,2438,0,-3336091,-3004821,-3222472,-3029900,1
2439,2439,0,-3336091,-3050230,-3364876,-3029900,1
2440,2440,0,-3134006,-3050230,-3364876,-3075760,1
2441,2441,0,-3134006,-3120492,-3160923,-3075760,1
2442,2442,0,-2807350,-3120492,-3160923,-3146730,1
2443,2443,0,-2807350,-3121592,-2830897,-3146730,1
2444,2444,0,-2457040,-3121592,-2830897,-3147926,1
2445,2445,0,-2457040,-3100505,-2476538,-3147926,1
2446,2446,0,-3432498,-3100505,-2476538,-3126667,1
2447,2447,0,-3432498,-3069835,-3461989,-3126667,1
2448,2448,0,-3493359,-3069835,-3461989,-3095694,1
2449,2449,0,-3493359,-3082188,-3523887,-3095694,1
2450,2450,0,-3429203,-3082188,-3523887,-3108184,1
2451,2451,0,-3429203,-3072526,-3458419,-3108184,1
2452,2452,0,-3176922,-3072526,-3458419,-3098527,1
2453,2453,0,-3176922,-3085639,-3203894,-3098527,1
2454,2454,0,-3233480,-3085639,-3203894,-3111753,1
2455,2455,0,-3233480,-3160267,-3261072,-3111753,1
2456,2456,0,-3517144,-3160267,-3261072,-3187095,1
2457,2457,0,-3517144,-3164909,-3547035,-3187095,1
2458,2458,0,-3224485,-3164909,-3547035,-3191815,1
2459,2459,0,-3224485,-3197020,-3251953,-3191815,1
2460,2460,0,-3288274,-3197020,-3251953,-3224224,1
2461,2461,0,-3288274,-3185876,-3315557,-3224224,1
2462,2462,0,-3611461,-3185876,-3315557,-3212948,1
2463,2463,0,-3611461,-3201280,-3642016,-3212948,1
2464,2464,0,-3074833,-3201280,-3642016,-3228389,1
2465,2465,0,-3074833,-3281573,-3100817,-3228389,1
2466,2466,0,-3396671,-3281573,-3100817,-3309382,1
2467,2467,0,-3396671,-3343262,-3425338,-3309382,1
2468,2468,0,-2811369,-3343262,-3425338,-3371718,1
2469,2469,0,-2811369,-3339684,-2835064,-3371718,1
2470,2470,0,-2822636,-3339684,-2835064,-3368058,1
2471,2471,0,-2822636,-3271585,-2845755,-3368058,1
2472,2472,0,-3002678,-3271585,-2845755,-3299277,1
2473,2473,0,-3002678,-3211017,-3028103,-3299277,1
2474,2474,0,-2717341,-3211017,-3028103,-3238100,1
2475,2475,0,-2717341,-3193619,-2739600,-3238100,1
2476,2476,0,-2762987,-3193619,-2739600,-3220547,1
2477,2477,0,-2762987,-3142080,-2785971,-3220547,1
2478,2478,0,-2598581,-3142080,-2785971,-3168476,1
2479,2479,0,-2598581,-3066775,-2619749,-3168476,1
2480,2480,0,-2960558,-3066775,-2619749,-3092481,1
2481,2481,0,-2960558,-3004276,-2985364,-3092481,1
2482,2482,0,-3145095,-3004276,-2985364,-3029353,1
2483,2483,0,-3145095,-2971553,-3171625,-3029353,1
2484,2484,0,-2455038,-2971553,-3171625,-2996383,1
2485,2485,0,-2455038,-2924984,-2475159,-2996383,1
2486,2486,0,-2207085,-2924984,-2475159,-2949412,1
2487,2487,0,-2207085,-2863096,-2224144,-2949412,1
2488,2488,0,-3422226,-2863096,-2224144,-2886938,1
2489,2489,0,-3422226,-2744311,-3451836,-2886938,1
2490,2490,0,-2728148,-2744311,-3451836,-2766995,1
2491,2491,0,-2728148,-2805308,-2750426,-2766995,1
2492,2492,0,-2761118,-2805308,-2750426,-2828582,1
2493,2493,0,-2761118,-2795873,-2783494,-2828582,1
2494,2494,0,-3568447,-2795873,-2783494,-2819063,1
2495,2495,0,-3568447,-2771752,-3598422,-2819063,1
2496,2496,0,-3521664,-2771752,-3598422,-2794638,1
2497,2497,0,-3521664,-2856738,-3551421,-2794638,1
2498,2498,0,-2551845,-2856738,-3551421,-2880394,1
2499,2499,0,-2551845,-2932495,-2572615,-2880394,1
2500,2500,0,-3097000,-2932495,-2572615,-2956827,1
2501,2501,0,-3097000,-2927828,-3122286,-2956827,1
2502,2502,0,-3060825,-2927828,-3122286,-2952120,1
2503,2503,0,-3060825,-2941452,-3086752,-2952120,1
2504,2504,0,-3077052,-2941452,-3086752,-2965793,1
2505,2505,0,-3077052,-2933037,-3103254,-2965793,1
2506,2506,0,-3266160,-2933037,-3103254,-2957318,1
2507,2507,0,-3266160,-2995148,-3294056,-2957318,1
2508,2508,0,-3025483,-2995148,-3294056,-3020035,1
2509,2509,0,-3025483,-3100900,-3050344,-3020035,1
2510,2510,0,-3247548,-3100900,-3050344,-3126870,1
2511,2511,0,-3247548,-3061284,-3275528,-3126870,1
2512,2512,0,-2451260,-3061284,-3275528,-3086779,1
2513,2513,0,-2451260,-3113148,-2471016,-3086779,1
2514,2514,0,-3056358,-3113148,-2471016,-3139212,1
2515,2515,0,-3056358,-3082207,-3081627,-3139212,1
2516,2516,0,-3309826,-3082207,-3081627,-3108010,1
2517,2517,0,-3309826,-3031073,-3337996,-3108010,1
2518,2518,0,-3364531,-3031073,-3337996,-3056407,1
2519,2519,0,-3364531,-3009921,-3393623,-3056407,1
2520,2520,0,-2845915,-3009921,-3393623,-3035095,1
2521,2521,0,-2845915,-3091070,-2869846,-3035095,1
2522,2522,0,-2758384,-3091070,-2869846,-3117076,1
2523,2523,0,-2758384,-3065999,-2781339,-3117076,1
2524,2524,0,-2976215,-3065999,-2781339,-3091869,1
2525,2525,0,-2976215,-3035799,-3000491,-3091869,1
2526,2526,0,-3356462,-3035799,-3000491,-3061372,1
2527,2527,0,-3356462,-3025730,-3385155,-3061372,1
2528,2528,0,-3076512,-3025730,-3385155,-3051111,1
2529,2529,0,-3076512,-3034747,-3102319,-3051111,1
2530,2530,0,-2897621,-3034747,-3102319,-3060208,1
2531,2531,0,-2897621,-3039842,-2921572,-3060208,1
2532,2532,0,-3409593,-3039842,-2921572,-3065398,1
2533,2533,0,-3409593,-3004901,-3438530,-3065398,1
2534,2534,0,-3601801,-3004901,-3438530,-3030054,1
2535,2535,0,-3601801,-3100594,-3632645,-3030054,1
2536,2536,0,-3267116,-3100594,-3632645,-3126664,1
2537,2537,0,-3267116,-3155058,-3294796,-3126664,1
2538,2538,0,-2935241,-3155058,-3294796,-3181685,1
2539,2539,0,-2935241,-3150793,-2960394,-3181685,1
2540,2540,0,-2681227,-3150793,-2960394,-3177371,1
2541,2541,0,-2681227,-3107927,-2703681,-3177371,1
2542,2542,0,-2600902,-3107927,-2703681,-3134111,1
2543,2543,0,-2600902,-3091483,-2622100,-3134111,1
2544,2544,0,-2871110,-3091483,-2622100,-3117519,1
2545,2545,0,-2871110,-3075757,-2895493,-3117519,1
2546,2546,0,-2276847,-3075757,-2895493,-3101619,1
2547,2547,0,-2276847,-3065262,-2295426,-3101619,1
2548,2548,0,-2900394,-3065262,-2295426,-3091134,1
2549,2549,0,-2900394,-2957459,-2925087,-3091134,1
2550,2550,0,-3437281,-2957459,-2925087,-2982321,1
